0,0,4290
3.947,0,4612
7.894,0,4849
11.841,0,4947
15.788,0,4991
19.735,0,4969
23.682,0,5456
27.629,0,5626
31.576,0,5263
35.523,0,5265
39.47,0,4811
43.417,0,4845
47.364,0,5177
51.311,0,4965
55.258,0,5128
59.205,0,5203
63.152,0,4985
67.099,0,4824
71.046,0,4457
74.993,0,4198
0,3.947,4370
3.947,3.947,4516
7.894,3.947,5008
11.841,3.947,4699
15.788,3.947,5036
19.735,3.947,5073
23.682,3.947,5322
27.629,3.947,5495
31.576,3.947,5149
35.523,3.947,4936
39.47,3.947,4840
43.417,3.947,4999
47.364,3.947,4631
51.311,3.947,5078
55.258,3.947,4848
59.205,3.947,5167
63.152,3.947,5130
67.099,3.947,4778
71.046,3.947,4505
74.993,3.947,4033
0,7.894,4651
3.947,7.894,4553
7.894,7.894,4462
11.841,7.894,4902
15.788,7.894,4899
19.735,7.894,4979
23.682,7.894,5061
27.629,7.894,5015
31.576,7.894,5240
35.523,7.894,5225
39.47,7.894,5036
43.417,7.894,4716
47.364,7.894,5016
51.311,7.894,4758
55.258,7.894,5006
59.205,7.894,5042
63.152,7.894,4760
67.099,7.894,4539
71.046,7.894,4215
74.993,7.894,3910
0,11.841,4289
3.947,11.841,4619
7.894,11.841,4708
11.841,11.841,5059
15.788,11.841,4750
19.735,11.841,4894
23.682,11.841,5053
27.629,11.841,5269
31.576,11.841,5178
35.523,11.841,5040
39.47,11.841,5056
43.417,11.841,4945
47.364,11.841,4853
51.311,11.841,4788
55.258,11.841,4665
59.205,11.841,4786
63.152,11.841,4512
67.099,11.841,4219
71.046,11.841,4095
74.993,11.841,3886
0,15.788,4399
3.947,15.788,4615
7.894,15.788,4606
11.841,15.788,4635
15.788,15.788,4304
19.735,15.788,4883
23.682,15.788,4963
27.629,15.788,4795
31.576,15.788,4851
35.523,15.788,5248
39.47,15.788,4952
43.417,15.788,4888
47.364,15.788,4635
51.311,15.788,4894
55.258,15.788,4501
59.205,15.788,4653
63.152,15.788,4707
67.099,15.788,4395
71.046,15.788,3808
74.993,15.788,4005
0,19.735,4355
3.947,19.735,4504
7.894,19.735,4255
11.841,19.735,4501
15.788,19.735,4449
19.735,19.735,4722
23.682,19.735,4694
27.629,19.735,4768
31.576,19.735,4613
35.523,19.735,5121
39.47,19.735,4922
43.417,19.735,4736
47.364,19.735,4886
51.311,19.735,4544
55.258,19.735,4618
59.205,19.735,4476
63.152,19.735,4192
67.099,19.735,4060
71.046,19.735,4006
74.993,19.735,3426
0,23.682,4451
3.947,23.682,4336
7.894,23.682,4412
11.841,23.682,4499
15.788,23.682,4397
19.735,23.682,4858
23.682,23.682,4609
27.629,23.682,4790
31.576,23.682,4826
35.523,23.682,4986
39.47,23.682,4891
43.417,23.682,4654
47.364,23.682,4545
51.311,23.682,4577
55.258,23.682,4522
59.205,23.682,4453
63.152,23.682,4384
67.099,23.682,3809
71.046,23.682,3804
74.993,23.682,3472
0,27.629,4301
3.947,27.629,4201
7.894,27.629,4497
11.841,27.629,4729
15.788,27.629,4687
19.735,27.629,4620
23.682,27.629,4480
27.629,27.629,4686
31.576,27.629,4695
35.523,27.629,4404
39.47,27.629,4615
43.417,27.629,4603
47.364,27.629,4447
51.311,27.629,4572
55.258,27.629,4510
59.205,27.629,4448
63.152,27.629,4296
67.099,27.629,3863
71.046,27.629,3715
74.993,27.629,3410
0,31.576,4268
3.947,31.576,4264
7.894,31.576,4401
11.841,31.576,4315
15.788,31.576,4353
19.735,31.576,4639
23.682,31.576,4734
27.629,31.576,4492
31.576,31.576,4146
35.523,31.576,4641
39.47,31.576,4571
43.417,31.576,4520
47.364,31.576,4248
51.311,31.576,4447
55.258,31.576,4158
59.205,31.576,4206
63.152,31.576,4206
67.099,31.576,3948
71.046,31.576,3738
74.993,31.576,3206
0,35.523,4227
3.947,35.523,4163
7.894,35.523,4349
11.841,35.523,4291
15.788,35.523,4287
19.735,35.523,4414
23.682,35.523,4284
27.629,35.523,4526
31.576,35.523,4117
35.523,35.523,4476
39.47,35.523,4298
43.417,35.523,4163
47.364,35.523,4108
51.311,35.523,4248
55.258,35.523,4160
59.205,35.523,4071
63.152,35.523,3949
67.099,35.523,3690
71.046,35.523,3439
74.993,35.523,3280
0,39.47,4199
3.947,39.47,4352
7.894,39.47,4278
11.841,39.47,4442
15.788,39.47,4295
19.735,39.47,4386
23.682,39.47,4255
27.629,39.47,4176
31.576,39.47,4119
35.523,39.47,4254
39.47,39.47,3938
43.417,39.47,3738
47.364,39.47,4068
51.311,39.47,3833
55.258,39.47,4131
59.205,39.47,3893
63.152,39.47,3635
67.099,39.47,3536
71.046,39.47,3465
74.993,39.47,3080
0,43.417,4288
3.947,43.417,4058
7.894,43.417,4065
11.841,43.417,4174
15.788,43.417,4133
19.735,43.417,4202
23.682,43.417,4099
27.629,43.417,4216
31.576,43.417,4229
35.523,43.417,3870
39.47,43.417,3893
43.417,43.417,3692
