0,0,4267
3.947,0,4383
7.894,0,4533
11.841,0,4417
15.788,0,4808
19.735,0,5231
23.682,0,5150
27.629,0,5614
31.576,0,5700
35.523,0,5259
39.47,0,5262
43.417,0,5210
47.364,0,5364
51.311,0,5369
55.258,0,5064
59.205,0,5755
63.152,0,5205
67.099,0,4909
71.046,0,4326
74.993,0,3824
0,3.947,4500
3.947,3.947,4235
7.894,3.947,4690
11.841,3.947,4914
15.788,3.947,4945
19.735,3.947,5354
23.682,3.947,5298
27.629,3.947,5502
31.576,3.947,5587
35.523,3.947,5449
39.47,3.947,5257
43.417,3.947,5416
47.364,3.947,5307
51.311,3.947,5134
55.258,3.947,5548
59.205,3.947,5147
63.152,3.947,5399
67.099,3.947,4874
71.046,3.947,4633
74.993,3.947,4164
0,7.894,4395
3.947,7.894,4252
7.894,7.894,4775
11.841,7.894,5220
15.788,7.894,5161
19.735,7.894,4993
23.682,7.894,5364
27.629,7.894,5404
31.576,7.894,5312
35.523,7.894,5178
39.47,7.894,5094
43.417,7.894,5371
47.364,7.894,5256
51.311,7.894,5323
55.258,7.894,5285
59.205,7.894,5142
63.152,7.894,5043
67.099,7.894,4826
71.046,7.894,4409
74.993,7.894,3835
0,11.841,4325
3.947,11.841,4530
7.894,11.841,4699
11.841,11.841,5179
15.788,11.841,4951
19.735,11.841,4956
23.682,11.841,5198
27.629,11.841,4985
31.576,11.841,5254
35.523,11.841,4892
39.47,11.841,5524
43.417,11.841,5537
47.364,11.841,4865
51.311,11.841,5231
55.258,11.841,5095
59.205,11.841,5086
63.152,11.841,4922
67.099,11.841,4270
71.046,11.841,4086
74.993,11.841,3746
0,15.788,4510
3.947,15.788,4394
7.894,15.788,4708
11.841,15.788,4819
15.788,15.788,4854
19.735,15.788,5038
23.682,15.788,5204
27.629,15.788,5269
31.576,15.788,5057
35.523,15.788,5235
39.47,15.788,5475
43.417,15.788,5212
47.364,15.788,4997
51.311,15.788,5171
55.258,15.788,4885
59.205,15.788,4995
63.152,15.788,4691
67.099,15.788,4192
71.046,15.788,3995
74.993,15.788,3882
0,19.735,4604
3.947,19.735,4542
7.894,19.735,4714
11.841,19.735,4715
15.788,19.735,4810
19.735,19.735,4868
23.682,19.735,5288
27.629,19.735,4985
31.576,19.735,5114
35.523,19.735,5064
39.47,19.735,5454
43.417,19.735,5025
47.364,19.735,4921
51.311,19.735,4949
55.258,19.735,4867
59.205,19.735,4709
63.152,19.735,4483
67.099,19.735,4088
71.046,19.735,4017
74.993,19.735,3660
0,23.682,4460
3.947,23.682,4614
7.894,23.682,4422
11.841,23.682,4881
15.788,23.682,5029
19.735,23.682,4877
23.682,23.682,5012
27.629,23.682,5094
31.576,23.682,5248
35.523,23.682,4971
39.47,23.682,5164
43.417,23.682,4880
47.364,23.682,4830
51.311,23.682,4866
55.258,23.682,4699
59.205,23.682,4759
63.152,23.682,4489
67.099,23.682,4004
71.046,23.682,3889
74.993,23.682,3542
0,27.629,4531
3.947,27.629,4788
7.894,27.629,4799
11.841,27.629,4916
15.788,27.629,4625
19.735,27.629,4917
23.682,27.629,4962
27.629,27.629,4912
31.576,27.629,4795
35.523,27.629,4790
39.47,27.629,5060
43.417,27.629,5052
47.364,27.629,4828
51.311,27.629,4624
55.258,27.629,4701
59.205,27.629,4476
63.152,27.629,4344
67.099,27.629,4201
71.046,27.629,3685
74.993,27.629,3470
0,31.576,4511
3.947,31.576,4633
7.894,31.576,4832
11.841,31.576,4695
15.788,31.576,5126
19.735,31.576,4608
23.682,31.576,4569
27.629,31.576,4647
31.576,31.576,4816
35.523,31.576,4578
39.47,31.576,4640
43.417,31.576,4794
47.364,31.576,4666
51.311,31.576,4460
55.258,31.576,4559
59.205,31.576,4370
63.152,31.576,4113
67.099,31.576,3848
71.046,31.576,3716
74.993,31.576,3496
0,35.523,4586
3.947,35.523,4493
7.894,35.523,4607
11.841,35.523,4494
