0,0,3899
3.947,0,4272
7.894,0,4229
11.841,0,4675
15.788,0,4760
19.735,0,4600
23.682,0,4790
27.629,0,4768
31.576,0,4854
35.523,0,4660
39.47,0,4733
43.417,0,4242
47.364,0,4627
51.311,0,4541
55.258,0,4655
59.205,0,4741
63.152,0,4818
67.099,0,5003
71.046,0,4437
74.993,0,3862
0,3.947,4061
3.947,3.947,4305
7.894,3.947,4238
11.841,3.947,4604
15.788,3.947,4734
19.735,3.947,4922
23.682,3.947,4748
27.629,3.947,5046
31.576,3.947,4988
35.523,3.947,4982
39.47,3.947,4626
43.417,3.947,4365
47.364,3.947,4573
51.311,3.947,4621
55.258,3.947,4311
59.205,3.947,4690
63.152,3.947,4744
67.099,3.947,4590
71.046,3.947,4196
74.993,3.947,3822
0,7.894,4058
3.947,7.894,4190
7.894,7.894,4138
11.841,7.894,4449
15.788,7.894,4688
19.735,7.894,4681
23.682,7.894,4444
27.629,7.894,4807
31.576,7.894,4844
35.523,7.894,4798
39.47,7.894,4516
43.417,7.894,4445
47.364,7.894,4478
51.311,7.894,4730
55.258,7.894,4334
59.205,7.894,4678
63.152,7.894,4825
67.099,7.894,4339
71.046,7.894,4039
74.993,7.894,3750
0,11.841,4140
3.947,11.841,4338
7.894,11.841,4411
11.841,11.841,4560
15.788,11.841,4407
19.735,11.841,4730
23.682,11.841,4738
27.629,11.841,4713
31.576,11.841,4955
35.523,11.841,4956
39.47,11.841,4746
43.417,11.841,4801
47.364,11.841,4511
51.311,11.841,4260
55.258,11.841,4023
59.205,11.841,4552
63.152,11.841,4366
67.099,11.841,4198
71.046,11.841,4204
74.993,11.841,3590
0,15.788,4288
3.947,15.788,4333
7.894,15.788,4328
11.841,15.788,4404
15.788,15.788,4280
19.735,15.788,4460
23.682,15.788,4320
27.629,15.788,4645
31.576,15.788,4634
35.523,15.788,4755
39.47,15.788,4698
43.417,15.788,4568
47.364,15.788,4760
51.311,15.788,4161
55.258,15.788,4231
59.205,15.788,4417
63.152,15.788,4375
67.099,15.788,4454
71.046,15.788,3903
74.993,15.788,3677
0,19.735,3989
3.947,19.735,4200
7.894,19.735,3997
11.841,19.735,4130
15.788,19.735,4228
19.735,19.735,4169
23.682,19.735,4276
27.629,19.735,4499
31.576,19.735,4577
35.523,19.735,4701
