1.304000000000000000e+03 2.116477348559887730e+02
1.304099999999999909e+03 2.135197470443491454e+02
1.304200000000000045e+03 2.135385128670920096e+02
1.304299999999999955e+03 2.096736095210778785e+02
1.304400000000000091e+03 2.076271362701887142e+02
1.304500000000000000e+03 2.159631489626453913e+02
1.304599999999999909e+03 2.101918822005270044e+02
1.304700000000000045e+03 2.087697638932004338e+02
1.304799999999999955e+03 2.160293430938514234e+02
1.304900000000000091e+03 2.135515123782427622e+02
1.305000000000000000e+03 2.118315287248470611e+02
1.305099999999999909e+03 2.108298148026186425e+02
1.305200000000000045e+03 2.149753223119246002e+02
1.305299999999999955e+03 2.148730352121802696e+02
1.305400000000000091e+03 2.147254881208949087e+02
1.305500000000000000e+03 2.133003924784902949e+02
1.305599999999999909e+03 2.078559454970472302e+02
1.305700000000000045e+03 2.126332301701832819e+02
1.305799999999999955e+03 2.101405460376605845e+02
1.305900000000000091e+03 2.140519520967493179e+02
1.306000000000000000e+03 2.126508427390521945e+02
1.306099999999999909e+03 2.103744919668948796e+02
1.306200000000000045e+03 2.178208853643174905e+02
1.306299999999999955e+03 2.154788319948514186e+02
1.306400000000000091e+03 2.177520632021525842e+02
1.306500000000000000e+03 2.195942043494332268e+02
1.306599999999999909e+03 2.147903267361042765e+02
1.306700000000000045e+03 2.077641577604977385e+02
1.306799999999999955e+03 2.133689693522844379e+02
1.306900000000000091e+03 2.181114561798582372e+02
1.307000000000000000e+03 2.171600976703501260e+02
1.307099999999999909e+03 2.131849475470993127e+02
1.307200000000000045e+03 2.133191648489105887e+02
1.307299999999999955e+03 2.204117487887978939e+02
1.307400000000000091e+03 2.186477401338450761e+02
1.307500000000000000e+03 2.117981240565022745e+02
1.307599999999999909e+03 2.078306507773754390e+02
1.307700000000000045e+03 2.101587811167158577e+02
1.307799999999999955e+03 2.153549030527951231e+02
1.307900000000000091e+03 2.171772016043217377e+02
1.308000000000000000e+03 2.169828722367884950e+02
1.308099999999999909e+03 2.205797783112816717e+02
1.308200000000000045e+03 2.152605304725786084e+02
1.308299999999999955e+03 2.181717243421247190e+02
1.308400000000000091e+03 2.141700473984913344e+02
1.308500000000000000e+03 2.175488489086578170e+02
1.308599999999999909e+03 2.088026876850145186e+02
1.308700000000000045e+03 2.154779921021965663e+02
1.308799999999999955e+03 2.077672680281670523e+02
1.308900000000000091e+03 2.081527485472657872e+02
1.309000000000000000e+03 2.119443117688403788e+02
1.309099999999999909e+03 2.170170980141830057e+02
1.309200000000000045e+03 2.198219455866903047e+02
1.309299999999999955e+03 2.149583837843816241e+02
1.309400000000000091e+03 2.145081372127073962e+02
1.309500000000000000e+03 2.125663770600224041e+02
1.309599999999999909e+03 2.132170431676249223e+02
1.309700000000000045e+03 2.064261045058607351e+02
1.309799999999999955e+03 2.048825929958298673e+02
1.309900000000000091e+03 2.096565552575397930e+02
1.310000000000000000e+03 2.056800991174110322e+02
1.310099999999999909e+03 2.089394379964224697e+02
1.310200000000000045e+03 2.048721440299788412e+02
1.310299999999999955e+03 2.029654084496807798e+02
1.310400000000000091e+03 2.053880684320182013e+02
1.310500000000000000e+03 2.067998057906995655e+02
1.310599999999999909e+03 2.120486582072149417e+02
1.310700000000000045e+03 2.043333128093206881e+02
1.310799999999999955e+03 2.031896353755671782e+02
1.310900000000000091e+03 2.004349854872415619e+02
1.311000000000000000e+03 2.062730462510353107e+02
1.311099999999999909e+03 2.022410791323832200e+02
1.311200000000000045e+03 2.035186610054080063e+02
1.311299999999999955e+03 2.006865740057097867e+02
1.311400000000000091e+03 2.054898787911828890e+02
1.311500000000000000e+03 2.001550289200182533e+02
1.311599999999999909e+03 1.979116020541426906e+02
1.311700000000000045e+03 1.986226776351417982e+02
1.311799999999999955e+03 1.992529782138188637e+02
1.311900000000000091e+03 1.954945007219634476e+02
1.312000000000000000e+03 2.003342108862144357e+02
1.312099999999999909e+03 1.944579669372550086e+02
1.312200000000000045e+03 1.981276874394379774e+02
1.312299999999999955e+03 1.984848917396350316e+02
1.312400000000000091e+03 1.997011123977530360e+02
1.312500000000000000e+03 1.990494772418366551e+02
1.312599999999999909e+03 1.968400630993032507e+02
1.312700000000000045e+03 1.953827797017373484e+02
1.312799999999999955e+03 1.908777583722300051e+02
1.312900000000000091e+03 1.876097056149155264e+02
1.313000000000000000e+03 1.869691639667717880e+02
1.313099999999999909e+03 1.929417377957887254e+02
1.313200000000000045e+03 1.943408259616743692e+02
1.313299999999999955e+03 1.913786369684343924e+02
1.313400000000000091e+03 1.943730968268820334e+02
1.313500000000000000e+03 1.852774941492313303e+02
1.313599999999999909e+03 1.917394636895133431e+02
1.313700000000000045e+03 1.887492155244065941e+02
1.313799999999999955e+03 1.840424119380482466e+02
1.313900000000000091e+03 1.869110007655874597e+02
1.314000000000000000e+03 1.862319599692085035e+02
1.314099999999999909e+03 1.888330022317030057e+02
1.314200000000000045e+03 1.871755215363716047e+02
