1.314299999999999955e+03 1.860021095243550064e+02
1.314400000000000091e+03 1.929462275121522623e+02
1.314500000000000000e+03 1.845825297095865096e+02
1.314599999999999909e+03 1.812730035491593128e+02
1.314700000000000045e+03 1.795610889933486760e+02
1.314799999999999955e+03 1.806171441631175583e+02
1.314900000000000091e+03 1.820102003198812213e+02
1.315000000000000000e+03 1.819455844297705767e+02
1.315099999999999909e+03 1.820100029315851202e+02
1.315200000000000045e+03 1.767636228525552724e+02
1.315299999999999955e+03 1.789683332892722092e+02
1.315400000000000091e+03 1.810760541136362178e+02
1.315500000000000000e+03 1.800965495829888141e+02
1.315599999999999909e+03 1.794456585224998264e+02
1.315700000000000045e+03 1.739818447748156132e+02
1.315799999999999955e+03 1.804147206432868131e+02
1.315900000000000091e+03 1.782440134877509479e+02
1.316000000000000000e+03 1.760483063631095320e+02
